Date,6473_Qm,6473_Qs,6456_Qm,6456_Qs,6479_Qm,6479_Qs,6491_Qm,6491_Qs,6490_Qm,6490_Qs,6497_Qm,6497_Qs,6487_Qm,6487_Qs,6551_Qm,6551_Qs,6478_Qm,6478_Qs,6564_Qm,6564_Qs,6488_Qm,6488_Qs
20070504,-99.000,649.110,-99.000,273.596,-99.000,153.304,143.000,72.587,-99.000,36.594,-99.000,38.464,-99.000,21.951,-99.000,55.844,-99.000,21.221,-99.000,29.658,-99.000,7.906
20070505,-99.000,671.428,-99.000,313.743,-99.000,169.408,129.000,82.334,-99.000,40.548,-99.000,40.985,-99.000,26.817,-99.000,82.838,-99.000,33.120,-99.000,34.542,-99.000,10.277
20070506,-99.000,715.386,-99.000,363.120,-99.000,189.197,114.000,103.434,-99.000,45.029,-99.000,46.153,-99.000,32.016,-99.000,91.144,-99.000,34.163,-99.000,38.290,-99.000,12.508
20070507,-99.000,781.406,-99.000,412.202,-99.000,211.001,103.000,109.655,-99.000,49.237,-99.000,47.860,-99.000,35.288,-99.000,99.766,-99.000,36.791,-99.000,43.004,-99.000,13.495
20070508,-99.000,912.886,-99.000,452.265,-99.000,242.004,96.200,129.605,-99.000,64.603,-99.000,67.408,-99.000,40.515,-99.000,92.463,-99.000,33.610,-99.000,61.623,-99.000,15.825
20070509,-99.000,1089.836,-99.000,457.509,-99.000,253.653,98.000,153.911,-99.000,73.471,-99.000,84.474,-99.000,42.349,-99.000,84.398,-99.000,29.917,-99.000,66.485,-99.000,16.413
20070510,-99.000,1228.598,-99.000,444.942,-99.000,249.824,127.000,149.244,-99.000,69.599,-99.000,85.820,-99.000,40.222,-99.000,84.719,-99.000,30.122,-99.000,60.242,-99.000,15.165
20070511,-99.000,1279.997,-99.000,435.140,-99.000,243.266,145.000,131.859,-99.000,62.338,-99.000,81.316,-99.000,37.913,-99.000,89.694,-99.000,31.758,-99.000,53.977,-99.000,14.101
20070512,-99.000,1368.107,-99.000,595.617,-99.000,325.478,130.000,183.454,-99.000,92.567,-99.000,104.558,-99.000,52.759,-99.000,144.772,-99.000,51.457,-99.000,92.095,-99.000,21.674
20070513,-99.000,1536.970,-99.000,755.244,-99.000,398.783,125.000,229.332,-99.000,111.956,-99.000,114.520,-99.000,62.957,-99.000,166.835,-99.000,55.623,-99.000,103.630,-99.000,25.432
20070514,-99.000,1727.439,-99.000,756.906,-99.000,401.697,189.000,241.346,-99.000,108.813,-99.000,116.488,-99.000,63.458,-99.000,127.149,-99.000,42.201,-99.000,95.365,-99.000,24.852
20070515,-99.000,1824.488,-99.000,676.830,-99.000,367.415,242.000,213.224,-99.000,93.411,-99.000,107.971,-99.000,56.582,-99.000,104.333,-99.000,35.903,-99.000,80.072,-99.000,21.809
20070516,-99.000,1815.564,-99.000,654.559,-99.000,366.308,174.000,193.997,-99.000,90.440,-99.000,100.891,-99.000,56.029,-99.000,118.329,-99.000,43.263,-99.000,82.144,-99.000,22.081
20070517,-99.000,1874.656,-99.000,672.842,-99.000,373.762,158.000,244.349,-99.000,109.175,-99.000,124.652,-99.000,67.739,-99.000,128.117,-99.000,46.134,-99.000,102.092,-99.000,27.919
20070518,-99.000,1935.072,-99.000,647.005,-99.000,358.534,160.000,235.497,-99.000,104.240,-99.000,122.005,-99.000,63.041,-99.000,112.090,-99.000,40.072,-99.000,92.564,-99.000,25.220
20070519,-99.000,1902.234,-99.000,599.602,-99.000,334.167,184.000,198.523,-99.000,89.894,-99.000,110.152,-99.000,54.790,-99.000,106.009,-99.000,38.317,-99.000,78.973,-99.000,21.875
20070520,-99.000,1859.304,-99.000,734.228,-99.000,409.291,154.000,166.945,-99.000,103.506,-99.000,103.061,-99.000,55.442,-99.000,178.902,-99.000,69.269,-99.000,101.099,-99.000,22.422
20070521,-99.000,2162.215,-99.000,1520.737,-99.000,655.332,125.000,310.019,-99.000,184.295,-99.000,152.846,-99.000,107.146,-99.000,626.532,-99.000,215.825,-99.000,180.628,-99.000,46.420
20070522,-99.000,2676.107,-99.000,1628.616,-99.000,714.287,160.000,318.655,-99.000,179.434,-99.000,151.884,-99.000,99.959,-99.000,412.431,-99.000,132.875,-99.000,158.298,-99.000,40.047
20070523,-99.000,2944.632,-99.000,1326.429,-99.000,637.590,179.000,266.926,-99.000,144.820,-99.000,135.452,-99.000,80.800,-99.000,230.614,-99.000,76.462,-99.000,123.780,-99.000,31.088
20070524,-99.000,2844.728,-99.000,1041.150,-99.000,542.783,148.000,212.377,-99.000,110.709,-99.000,118.669,-99.000,64.114,-99.000,157.290,-99.000,56.866,-99.000,93.748,-99.000,24.009
20070525,-99.000,2622.222,-99.000,969.203,-99.000,545.290,121.000,217.286,-99.000,109.834,-99.000,125.866,-99.000,58.988,-99.000,167.446,-99.000,61.662,-99.000,103.203,-99.000,22.536
20070526,-99.000,2391.863,-99.000,887.597,-99.000,512.582,111.000,203.071,-99.000,96.866,-99.000,123.227,-99.000,49.823,-99.000,142.859,-99.000,52.364,-99.000,87.061,-99.000,18.492
20070527,-99.000,2152.034,-99.000,769.580,-99.000,441.426,99.800,168.862,-99.000,75.974,-99.000,110.819,-99.000,39.678,-99.000,123.674,-99.000,46.148,-99.000,65.669,-99.000,14.227
20070528,-99.000,1902.416,-99.000,651.994,-99.000,366.925,89.000,132.795,-99.000,56.812,-99.000,96.721,-99.000,30.756,-99.000,115.220,-99.000,36.408,-99.000,48.408,-99.000,10.657
20070529,-99.000,1665.174,-99.000,572.749,-99.000,308.413,83.600,109.814,-99.000,43.954,-99.000,88.483,-99.000,25.169,-99.000,120.671,-99.000,34.190,-99.000,37.895,-99.000,8.725
20070530,-99.000,1454.631,-99.000,531.093,-99.000,267.820,71.700,91.526,-99.000,35.395,-99.000,84.770,-99.000,20.894,-99.000,131.544,-99.000,36.160,-99.000,30.826,-99.000,7.205
20070531,-99.000,1272.521,-99.000,470.475,-99.000,226.462,62.200,70.816,-99.000,26.806,-99.000,77.119,-99.000,15.003,-99.000,119.792,-99.000,27.607,-99.000,21.744,-99.000,4.756
20070601,-99.000,1111.750,-99.000,398.052,-99.000,184.263,55.100,49.837,-99.000,19.127,-99.000,66.539,-99.000,9.122,-99.000,114.737,-99.000,24.063,-99.000,14.665,-99.000,2.431
20070602,-99.000,966.315,-99.000,335.774,-99.000,148.131,49.600,33.996,-99.000,14.179,-99.000,56.746,-99.000,5.643,-99.000,107.633,-99.000,20.249,-99.000,11.275,-99.000,1.628
20070603,-99.000,835.500,-99.000,285.935,-99.000,118.739,46.800,22.449,-99.000,11.429,-99.000,47.447,-99.000,3.935,-99.000,96.971,-99.000,17.082,-99.000,9.720,-99.000,1.387
20070604,-99.000,748.059,-99.000,279.636,-99.000,102.891,42.000,30.608,-99.000,12.398,-99.000,57.386,-99.000,5.126,-99.000,141.552,-99.000,35.605,-99.000,12.338,-99.000,2.546
20070605,-99.000,699.993,-99.000,325.146,-99.000,111.267,37.900,45.477,-99.000,18.522,-99.000,62.784,-99.000,9.635,-99.000,143.346,-99.000,36.974,-99.000,21.233,-99.000,4.817
20070606,-99.000,702.145,-99.000,505.302,-99.000,126.475,38.600,67.895,-99.000,31.172,-99.000,65.456,-99.000,20.944,-99.000,319.953,-99.000,78.624,-99.000,33.549,-99.000,9.856
20070607,-99.000,747.304,-99.000,494.280,-99.000,118.520,39.900,71.039,-99.000,31.154,-99.000,60.504,-99.000,19.828,-99.000,179.224,-99.000,40.560,-99.000,27.658,-99.000,8.066
20070608,-99.000,792.595,-99.000,359.952,-99.000,95.939,38.600,56.826,-99.000,22.425,-99.000,51.713,-99.000,13.720,-99.000,84.820,-99.000,15.738,-99.000,16.761,-99.000,4.982
20070609,-99.000,790.703,-99.000,263.673,-99.000,73.997,36.500,39.586,-99.000,14.700,-99.000,42.758,-99.000,7.737,-99.000,104.679,-99.000,21.223,-99.000,9.681,-99.000,2.389
20070610,-99.000,733.755,-99.000,197.336,-99.000,56.612,35.100,24.738,-99.000,9.755,-99.000,34.046,-99.000,4.034,-99.000,64.088,-99.000,10.124,-99.000,6.402,-99.000,1.168
20070611,-99.000,645.130,-99.000,156.670,-99.000,46.213,33.100,15.013,-99.000,7.364,-99.000,26.824,-99.000,2.623,-99.000,46.828,-99.000,8.363,-99.000,5.849,-99.000,.873
20070612,-99.000,570.428,-99.000,295.725,-99.000,77.821,31.500,15.247,-99.000,22.824,-99.000,26.001,-99.000,12.691,-99.000,190.668,-99.000,62.035,-99.000,31.975,-99.000,6.498
20070613,-99.000,530.933,-99.000,417.454,-99.000,137.773,31.000,12.986,-99.000,35.141,-99.000,21.665,-99.000,14.540,-99.000,150.723,-99.000,49.403,-99.000,37.807,-99.000,6.002
20070614,-99.000,538.852,-99.000,477.928,-99.000,193.908,30.500,11.422,-99.000,46.535,-99.000,17.367,-99.000,20.205,-99.000,109.620,-99.000,37.290,-99.000,47.421,-99.000,8.204
20070615,-99.000,579.596,-99.000,411.520,-99.000,190.736,29.200,8.840,-99.000,41.066,-99.000,12.953,-99.000,16.472,-99.000,56.670,-99.000,15.214,-99.000,35.986,-99.000,5.753
20070616,-99.000,616.744,-99.000,298.483,-99.000,148.958,28.400,6.500,-99.000,27.781,-99.000,9.034,-99.000,9.824,-99.000,33.678,-99.000,7.215,-99.000,20.396,-99.000,2.658
20070617,-99.000,626.507,-99.000,201.742,-99.000,102.721,27.600,18.165,-99.000,18.867,-99.000,15.413,-99.000,7.906,-99.000,23.306,-99.000,4.804,-99.000,12.377,-99.000,2.794
20070618,-99.000,596.939,-99.000,137.474,-99.000,70.053,27.200,26.794,-99.000,11.541,-99.000,16.898,-99.000,4.905,-99.000,17.266,-99.000,3.688,-99.000,6.682,-99.000,1.496
20070619,-99.000,563.229,-99.000,310.151,-99.000,139.908,26.800,43.893,-99.000,34.211,-99.000,23.236,-99.000,15.078,-99.000,178.721,-99.000,75.436,-99.000,47.626,-99.000,7.226
20070620,-99.000,640.879,-99.000,810.242,-99.000,429.077,28.400,140.339,-99.000,113.721,-99.000,65.588,-99.000,35.613,-99.000,282.489,-99.000,103.786,-99.000,134.175,-99.000,16.665
20070621,-99.000,1005.217,-99.000,1346.082,-99.000,640.375,31.500,234.272,-99.000,159.883,-99.000,85.767,-99.000,59.897,-99.000,485.835,-99.000,145.602,-99.000,156.836,-99.000,26.397
20070622,-99.000,1582.853,-99.000,1268.470,-99.000,604.438,66.700,227.274,-99.000,145.402,-99.000,82.424,-99.000,58.590,-99.000,280.080,-99.000,80.496,-99.000,129.937,-99.000,23.854
20070623,-99.000,2021.656,-99.000,982.228,-99.000,507.583,132.000,210.815,-99.000,126.676,-99.000,89.205,-99.000,53.896,-99.000,127.845,-99.000,36.840,-99.000,112.958,-99.000,21.490
20070624,-99.000,2220.109,-99.000,702.883,-99.000,392.947,107.000,200.877,-99.000,127.014,-99.000,105.993,-99.000,55.264,-99.000,54.638,-99.000,14.100,-99.000,116.539,-99.000,22.762
20070625,-99.000,2162.983,-99.000,487.885,-99.000,289.952,92.600,167.611,-99.000,107.166,-99.000,101.044,-99.000,47.570,-99.000,25.670,-99.000,5.493,-99.000,92.744,-99.000,18.842
20070626,-99.000,2014.894,-99.000,444.970,-99.000,288.421,109.000,163.352,-99.000,112.083,-99.000,109.777,-99.000,50.846,-99.000,44.000,-99.000,18.828,-99.000,105.286,-99.000,20.656
20070627,-99.000,1873.310,-99.000,594.888,-99.000,293.839,103.000,148.058,-99.000,106.268,-99.000,106.746,-99.000,45.641,-99.000,353.270,-99.000,107.184,-99.000,96.542,-99.000,17.973
20070628,-99.000,1740.233,-99.000,611.263,-99.000,258.950,105.000,129.385,-99.000,85.693,-99.000,96.832,-99.000,37.964,-99.000,202.418,-99.000,54.982,-99.000,73.287,-99.000,14.378
20070629,-99.000,1594.157,-99.000,458.131,-99.000,196.120,80.000,106.325,-99.000,61.690,-99.000,85.572,-99.000,29.097,-99.000,75.840,-99.000,17.924,-99.000,49.631,-99.000,10.492
20070630,-99.000,1409.906,-99.000,296.323,-99.000,133.096,68.400,78.616,-99.000,38.533,-99.000,71.687,-99.000,19.410,-99.000,29.893,-99.000,5.423,-99.000,27.583,-99.000,6.295
20070701,-99.000,1194.146,-99.000,185.319,-99.000,86.672,58.600,53.280,-99.000,21.520,-99.000,58.495,-99.000,10.867,-99.000,14.209,-99.000,2.031,-99.000,12.521,-99.000,2.756
20070702,-99.000,977.478,-99.000,117.767,-99.000,56.538,49.600,36.982,-99.000,12.204,-99.000,47.474,-99.000,6.160,-99.000,7.733,-99.000,.923,-99.000,5.985,-99.000,1.568
20070703,-99.000,784.663,-99.000,85.534,-99.000,39.327,43.900,25.376,-99.000,7.175,-99.000,37.603,-99.000,3.550,-99.000,26.556,-99.000,12.704,-99.000,3.289,-99.000,1.036
20070704,-99.000,627.511,-99.000,78.953,-99.000,34.118,39.900,25.705,-99.000,5.075,-99.000,30.615,-99.000,4.583,-99.000,32.093,-99.000,11.608,-99.000,2.269,-99.000,2.260
20070705,-99.000,512.444,-99.000,329.803,-99.000,131.724,37.200,25.606,-99.000,14.504,-99.000,24.290,-99.000,10.058,-99.000,241.246,-99.000,106.619,-99.000,23.651,-99.000,5.048
20070706,-99.000,489.686,-99.000,1008.700,-99.000,366.729,35.100,41.881,-99.000,61.302,-99.000,26.703,-99.000,35.562,-99.000,508.936,-99.000,198.439,-99.000,75.005,-99.000,16.401
20070707,-99.000,646.469,-99.000,1043.768,-99.000,428.154,33.600,70.968,-99.000,70.464,-99.000,32.145,-99.000,35.887,-99.000,246.009,-99.000,88.653,-99.000,64.850,-99.000,14.194
20070708,-99.000,922.139,-99.000,752.593,-99.000,356.492,48.700,70.594,-99.000,53.272,-99.000,29.372,-99.000,26.176,-99.000,88.078,-99.000,29.121,-99.000,42.683,-99.000,9.304
20070709,-99.000,1082.156,-99.000,473.878,-99.000,249.051,85.400,51.617,-99.000,31.643,-99.000,22.859,-99.000,15.666,-99.000,32.143,-99.000,7.856,-99.000,21.072,-99.000,4.728
20070710,-99.000,1045.350,-99.000,284.574,-99.000,158.533,59.800,31.168,-99.000,17.448,-99.000,16.067,-99.000,7.346,-99.000,13.262,-99.000,2.690,-99.000,9.473,-99.000,1.466
20070711,-99.000,896.223,-99.000,172.874,-99.000,100.019,44.900,17.207,-99.000,9.718,-99.000,10.512,-99.000,3.168,-99.000,6.285,-99.000,1.141,-99.000,4.644,-99.000,.544
20070712,-99.000,723.623,-99.000,109.482,-99.000,64.819,39.900,9.588,-99.000,5.662,-99.000,6.547,-99.000,1.509,-99.000,5.665,-99.000,1.568,-99.000,2.506,-99.000,.243
20070713,-99.000,570.526,-99.000,80.023,-99.000,46.851,36.500,5.652,-99.000,3.484,-99.000,3.893,-99.000,.804,-99.000,23.155,-99.000,15.436,-99.000,1.471,-99.000,.129
20070714,-99.000,448.343,-99.000,74.192,-99.000,39.040,34.100,3.526,-99.000,2.261,-99.000,2.304,-99.000,.473,-99.000,42.123,-99.000,22.520,-99.000,.929,-99.000,.080
20070715,-99.000,355.381,-99.000,72.575,-99.000,34.210,31.000,2.317,-99.000,1.539,-99.000,1.403,-99.000,.304,-99.000,25.164,-99.000,7.373,-99.000,.625,-99.000,.057
20070716,-99.000,286.072,-99.000,66.319,-99.000,30.320,28.800,1.597,-99.000,1.093,-99.000,.893,-99.000,.212,-99.000,12.691,-99.000,2.712,-99.000,.445,-99.000,.045
20070717,-99.000,240.862,-99.000,83.612,-99.000,49.740,26.400,2.423,-99.000,5.260,-99.000,1.400,-99.000,2.015,-99.000,19.590,-99.000,8.823,-99.000,13.616,-99.000,1.210
20070718,-99.000,219.245,-99.000,308.030,-99.000,200.424,25.200,34.603,-99.000,48.716,-99.000,13.398,-99.000,19.327,-99.000,131.224,-99.000,62.549,-99.000,69.529,-99.000,10.039
20070719,-99.000,271.121,-99.000,637.614,-99.000,331.953,26.400,129.844,-99.000,87.027,-99.000,48.672,-99.000,38.981,-99.000,260.155,-99.000,89.028,-99.000,89.584,-99.000,17.546
20070720,-99.000,516.205,-99.000,865.569,-99.000,373.861,40.600,178.068,-99.000,90.267,-99.000,64.457,-99.000,45.402,-99.000,354.969,-99.000,119.165,-99.000,81.658,-99.000,18.856
20070721,-99.000,1027.530,-99.000,1113.391,-99.000,492.507,66.700,207.294,-99.000,116.025,-99.000,78.609,-99.000,60.009,-99.000,336.442,-99.000,122.977,-99.000,112.986,-99.000,25.079
20070722,-99.000,1577.547,-99.000,1226.137,-99.000,622.636,81.800,189.137,-99.000,128.657,-99.000,75.094,-99.000,59.978,-99.000,249.377,-99.000,95.598,-99.000,121.552,-99.000,23.796
20070723,-99.000,1891.959,-99.000,1085.982,-99.000,623.105,90.800,165.708,-99.000,111.457,-99.000,68.887,-99.000,49.418,-99.000,142.537,-99.000,56.404,-99.000,98.535,-99.000,18.593
20070724,-99.000,1950.879,-99.000,949.530,-99.000,555.971,83.600,141.795,-99.000,87.820,-99.000,60.468,-99.000,40.539,-99.000,166.618,-99.000,62.392,-99.000,74.865,-99.000,14.828
20070725,-99.000,1824.217,-99.000,753.032,-99.000,447.305,63.400,111.926,-99.000,62.912,-99.000,50.543,-99.000,30.516,-99.000,99.358,-99.000,31.818,-99.000,51.036,-99.000,10.523
20070726,-99.000,1607.391,-99.000,590.457,-99.000,381.734,56.300,86.445,-99.000,48.076,-99.000,41.470,-99.000,22.447,-99.000,41.207,-99.000,10.005,-99.000,41.515,-99.000,7.351
20070727,-99.000,1441.114,-99.000,633.658,-99.000,370.153,51.500,98.334,-99.000,65.198,-99.000,55.812,-99.000,34.500,-99.000,145.570,-99.000,52.308,-99.000,66.337,-99.000,13.629
20070728,-99.000,1329.615,-99.000,570.436,-99.000,310.366,59.800,89.711,-99.000,60.887,-99.000,54.885,-99.000,30.730,-99.000,85.167,-99.000,26.056,-99.000,53.597,-99.000,10.980
20070729,-99.000,1236.898,-99.000,475.400,-99.000,258.515,57.500,100.942,-99.000,49.174,-99.000,66.203,-99.000,27.751,-99.000,69.589,-99.000,28.280,-99.000,40.283,-99.000,9.933
20070730,-99.000,1186.555,-99.000,793.377,-99.000,423.524,51.500,110.891,-99.000,64.344,-99.000,71.233,-99.000,29.006,-99.000,314.518,-99.000,136.940,-99.000,68.105,-99.000,10.815
20070731,-99.000,1215.656,-99.000,1044.592,-99.000,559.936,47.700,100.425,-99.000,75.149,-99.000,65.749,-99.000,28.858,-99.000,269.126,-99.000,100.561,-99.000,73.967,-99.000,10.504
20070801,-99.000,1330.807,-99.000,1008.767,-99.000,532.524,42.000,103.694,-99.000,74.629,-99.000,64.269,-99.000,31.825,-99.000,214.267,-99.000,70.200,-99.000,67.605,-99.000,12.125
20070802,-99.000,1443.789,-99.000,784.133,-99.000,422.705,42.000,118.679,-99.000,61.639,-99.000,65.391,-99.000,31.723,-99.000,108.548,-99.000,31.863,-99.000,50.650,-99.000,12.138
20070803,-99.000,1441.740,-99.000,540.911,-99.000,305.370,49.600,108.618,-99.000,43.578,-99.000,58.464,-99.000,25.939,-99.000,42.745,-99.000,9.849,-99.000,32.461,-99.000,9.368
20070804,-99.000,1335.084,-99.000,467.317,-99.000,255.919,61.000,103.058,-99.000,38.119,-99.000,53.015,-99.000,28.349,-99.000,96.832,-99.000,45.736,-99.000,31.791,-99.000,10.660
20070805,-99.000,1180.566,-99.000,406.554,-99.000,217.304,78.300,83.159,-99.000,29.958,-99.000,43.980,-99.000,23.022,-99.000,69.552,-99.000,29.151,-99.000,23.258,-99.000,7.880
20070806,-99.000,1018.468,-99.000,326.106,-99.000,178.529,63.400,60.792,-99.000,19.892,-99.000,36.486,-99.000,16.073,-99.000,38.841,-99.000,14.431,-99.000,12.957,-99.000,4.877
20070807,-99.000,882.908,-99.000,310.501,-99.000,197.596,53.900,44.917,-99.000,19.506,-99.000,33.470,-99.000,12.195,-99.000,41.592,-99.000,19.942,-99.000,19.897,-99.000,3.650
20070808,-99.000,771.025,-99.000,285.021,-99.000,200.052,48.700,30.637,-99.000,17.850,-99.000,28.163,-99.000,7.580,-99.000,23.594,-99.000,6.723,-99.000,16.394,-99.000,1.752
20070809,-99.000,670.204,-99.000,227.106,-99.000,163.117,43.900,20.393,-99.000,13.346,-99.000,22.724,-99.000,3.980,-99.000,12.219,-99.000,2.650,-99.000,9.306,-99.000,.745
20070810,-99.000,633.560,-99.000,230.607,-99.000,139.613,42.000,93.104,-99.000,28.985,-99.000,58.915,-99.000,17.716,-99.000,62.332,-99.000,21.961,-99.000,32.674,-99.000,9.112
20070811,-99.000,720.130,-99.000,449.017,-99.000,191.574,43.900,179.576,-99.000,70.035,-99.000,85.299,-99.000,39.098,-99.000,198.443,-99.000,73.843,-99.000,75.824,-99.000,17.920
20070812,-99.000,920.825,-99.000,570.125,-99.000,239.012,59.800,203.907,-99.000,78.012,-99.000,89.599,-99.000,41.085,-99.000,155.578,-99.000,58.473,-99.000,69.218,-99.000,17.032
20070813,-99.000,1268.291,-99.000,695.332,-99.000,355.965,66.700,265.707,-99.000,113.509,-99.000,119.269,-99.000,53.498,-99.000,129.587,-99.000,47.638,-99.000,112.142,-99.000,22.781
20070814,-99.000,1801.944,-99.000,1209.917,-99.000,557.815,152.000,354.428,-99.000,165.358,-99.000,148.481,-99.000,74.921,-99.000,525.647,-99.000,172.168,-99.000,159.562,-99.000,31.953
20070815,-99.000,2276.983,-99.000,1204.307,-99.000,566.702,337.000,326.692,-99.000,144.821,-99.000,137.834,-99.000,64.495,-99.000,288.234,-99.000,88.177,-99.000,124.397,-99.000,25.476
20070816,-99.000,2463.845,-99.000,887.422,-99.000,453.564,367.000,300.126,-99.000,110.087,-99.000,133.059,-99.000,54.998,-99.000,113.181,-99.000,33.944,-99.000,88.908,-99.000,21.457
20070817,-99.000,2331.001,-99.000,587.467,-99.000,326.061,295.000,248.294,-99.000,76.033,-99.000,117.371,-99.000,42.883,-99.000,42.015,-99.000,10.345,-99.000,58.075,-99.000,16.030
20070818,-99.000,2032.236,-99.000,465.408,-99.000,275.074,264.000,198.672,-99.000,64.083,-99.000,100.459,-99.000,37.833,-99.000,60.112,-99.000,26.780,-99.000,54.989,-99.000,13.995
20070819,-99.000,1713.523,-99.000,399.899,-99.000,239.640,235.000,173.254,-99.000,53.124,-99.000,90.940,-99.000,31.413,-99.000,56.649,-99.000,23.649,-99.000,44.508,-99.000,11.149
20070820,-99.000,1496.800,-99.000,419.282,-99.000,230.777,199.000,196.720,-99.000,49.762,-99.000,95.722,-99.000,31.813,-99.000,116.958,-99.000,46.589,-99.000,42.511,-99.000,12.003
20070821,-99.000,2013.008,-99.000,2044.805,-99.000,618.286,199.000,560.850,-99.000,175.203,-99.000,229.665,-99.000,117.144,-99.000,1268.435,-99.000,435.422,-99.000,178.753,-99.000,51.830
20070822,-99.000,3230.518,-99.000,2485.352,-99.000,823.351,337.000,591.445,-99.000,199.643,-99.000,242.907,-99.000,121.867,-99.000,905.604,-99.000,281.999,-99.000,173.503,-99.000,48.875
20070823,-99.000,3982.251,-99.000,1817.564,-99.000,726.113,594.000,488.447,-99.000,155.947,-99.000,215.745,-99.000,98.579,-99.000,360.455,-99.000,115.218,-99.000,124.445,-99.000,37.486
20070824,-99.000,3929.392,-99.000,1436.636,-99.000,703.787,533.000,390.131,-99.000,141.033,-99.000,187.100,-99.000,81.278,-99.000,247.943,-99.000,92.698,-99.000,124.309,-99.000,30.168
20070825,-99.000,3817.723,-99.000,2016.438,-99.000,1050.518,391.000,350.778,-99.000,218.730,-99.000,177.466,-99.000,98.292,-99.000,528.426,-99.000,198.246,-99.000,217.429,-99.000,38.116
20070826,-99.000,4061.571,-99.000,2844.247,-99.000,1363.149,301.000,318.692,-99.000,263.011,-99.000,168.907,-99.000,107.060,-99.000,898.314,-99.000,310.252,-99.000,247.172,-99.000,40.866
20070827,-99.000,4323.452,-99.000,2588.333,-99.000,1295.898,275.000,289.677,-99.000,229.416,-99.000,164.082,-99.000,96.514,-99.000,510.346,-99.000,174.849,-99.000,201.055,-99.000,35.630
20070828,-99.000,4186.360,-99.000,1909.987,-99.000,1033.298,266.000,256.109,-99.000,174.409,-99.000,149.165,-99.000,79.695,-99.000,248.318,-99.000,86.465,-99.000,146.805,-99.000,28.379
20070829,-99.000,3669.821,-99.000,1324.832,-99.000,782.542,258.000,207.349,-99.000,126.538,-99.000,129.542,-99.000,62.251,-99.000,103.347,-99.000,34.739,-99.000,104.717,-99.000,21.217
20070830,-99.000,3014.760,-99.000,900.564,-99.000,568.109,235.000,160.811,-99.000,88.038,-99.000,110.823,-99.000,47.568,-99.000,40.954,-99.000,11.897,-99.000,70.528,-99.000,15.452
20070831,-99.000,2395.528,-99.000,608.627,-99.000,400.322,206.000,122.036,-99.000,58.802,-99.000,94.255,-99.000,35.813,-99.000,17.334,-99.000,3.972,-99.000,44.999,-99.000,10.983
20070901,-99.000,1947.465,-99.000,515.622,-99.000,344.085,181.000,103.628,-99.000,63.372,-99.000,89.212,-99.000,37.802,-99.000,63.003,-99.000,23.971,-99.000,60.311,-99.000,12.867
20070902,-99.000,1730.666,-99.000,793.329,-99.000,404.345,156.000,181.246,-99.000,97.227,-99.000,106.460,-99.000,61.880,-99.000,310.911,-99.000,115.027,-99.000,94.716,-99.000,24.025
20070903,-99.000,1779.646,-99.000,913.251,-99.000,404.675,143.000,248.871,-99.000,114.740,-99.000,119.231,-99.000,66.455,-99.000,283.317,-99.000,85.340,-99.000,104.345,-99.000,25.263
20070904,-99.000,2075.637,-99.000,1540.371,-99.000,561.472,132.000,284.126,-99.000,148.992,-99.000,120.974,-99.000,80.556,-99.000,701.785,-99.000,220.157,-99.000,139.599,-99.000,31.603
20070905,-99.000,2452.108,-99.000,1687.573,-99.000,649.804,121.000,249.807,-99.000,149.067,-99.000,107.275,-99.000,78.333,-99.000,473.842,-99.000,151.739,-99.000,131.576,-99.000,29.511
20070906,-99.000,2608.199,-99.000,1285.037,-99.000,567.262,116.000,197.002,-99.000,115.430,-99.000,91.265,-99.000,62.579,-99.000,194.616,-99.000,62.630,-99.000,94.410,-99.000,22.244
20070907,-99.000,2440.199,-99.000,859.296,-99.000,426.706,107.000,150.697,-99.000,79.707,-99.000,76.921,-99.000,47.446,-99.000,70.653,-99.000,21.977,-99.000,61.493,-99.000,16.018
20070908,-99.000,2089.716,-99.000,561.737,-99.000,302.551,99.800,124.950,-99.000,54.074,-99.000,68.577,-99.000,37.637,-99.000,27.169,-99.000,6.930,-99.000,39.978,-99.000,12.437
20070909,-99.000,1745.379,-99.000,403.011,-99.000,244.001,98.000,144.965,-99.000,45.800,-99.000,79.820,-99.000,33.354,-99.000,11.752,-99.000,2.524,-99.000,38.869,-99.000,11.413
20070910,-99.000,1489.962,-99.000,309.269,-99.000,202.188,120.000,162.600,-99.000,45.197,-99.000,90.489,-99.000,31.559,-99.000,9.203,-99.000,2.556,-99.000,40.014,-99.000,11.137
20070911,-99.000,1297.097,-99.000,243.236,-99.000,164.011,125.000,145.789,-99.000,39.930,-99.000,85.325,-99.000,26.693,-99.000,8.719,-99.000,3.088,-99.000,33.454,-99.000,9.022
20070912,-99.000,1136.952,-99.000,273.493,-99.000,211.645,123.000,121.185,-99.000,49.885,-99.000,75.599,-99.000,21.821,-99.000,11.253,-99.000,5.250,-99.000,53.670,-99.000,7.111
20070913,-99.000,1038.756,-99.000,344.540,-99.000,260.961,116.000,111.435,-99.000,68.772,-99.000,75.642,-99.000,27.376,-99.000,42.173,-99.000,18.588,-99.000,69.507,-99.000,10.141
20070914,-99.000,986.088,-99.000,341.220,-99.000,243.659,111.000,92.149,-99.000,62.225,-99.000,67.863,-99.000,23.845,-99.000,27.861,-99.000,8.672,-99.000,54.415,-99.000,8.110
