Date,5115_Qm,5115_Qs,5105_Qm,5105_Qs,5094_Qm,5094_Qs,5765_Qm,5765_Qs,5092_Qm,5092_Qs,5135_Qm,5135_Qs,5132_Qm,5132_Qs,5151_Qm,5151_Qs,5085_Qm,5085_Qs,5122_Qm,5122_Qs,5171_Qm,5171_Qs,5736_Qm,5736_Qs,5211_Qm,5211_Qs,5208_Qm,5208_Qs,5239_Qm,5239_Qs,5238_Qm,5238_Qs
20140317,553.000,115.329,11.900,4.727,5.900,1.714,6.500,.848,2.060,.790,1.340,.837,1.520,1.222,1.140,.315,2.680,.471,.870,.045,.240,.076,.430,.182,2.850,.586,.990,.036,.530,.285,-99.000,.120
20140318,553.000,115.228,12.200,4.678,6.490,1.925,7.150,1.000,2.220,1.694,1.470,.952,1.900,1.007,1.170,.455,3.550,.765,.840,.045,.260,.081,.460,.185,3.140,.606,1.130,.056,.530,.324,-99.000,.156
20140319,553.000,115.198,12.500,4.734,7.080,2.307,7.600,1.064,2.380,1.914,1.590,1.003,2.100,.859,1.210,.474,4.410,.445,.810,.046,.280,.142,.480,.188,3.440,.627,1.260,.054,.530,.337,-99.000,.155
20140320,557.200,115.164,12.800,4.897,7.670,3.390,8.200,1.097,2.530,1.677,1.720,1.580,2.500,3.041,1.380,.458,5.280,.255,.890,.047,.300,.178,.510,.218,3.740,.643,1.400,.049,.530,.450,-99.000,.251
20140321,561.500,115.072,14.500,5.207,8.260,5.195,8.850,1.144,2.690,1.340,1.840,3.185,2.530,5.162,1.560,.423,6.150,.182,.960,.048,.320,.215,.530,.268,4.030,.647,1.530,.044,1.400,.510,-99.000,.264
20140322,565.900,114.924,16.100,5.875,8.850,8.673,9.550,1.185,2.850,1.143,1.960,7.074,3.100,10.524,1.730,.391,7.020,.192,1.040,.049,.340,.332,.560,.346,4.330,.640,1.660,.040,1.800,.726,-99.000,.414
20140323,574.600,114.780,17.800,7.224,9.430,12.597,10.200,1.190,3.000,1.010,2.090,10.282,3.600,11.467,1.900,.381,7.890,.196,1.110,.050,.870,.341,.580,.419,4.620,.630,1.800,.037,2.200,.858,-99.000,.431
20140324,583.400,114.753,19.500,10.587,10.000,15.092,11.100,1.165,3.160,.985,2.210,11.626,4.100,11.663,2.070,.395,8.760,.243,1.190,.052,1.390,.568,.610,.424,4.920,.620,1.930,.035,6.000,.857,-99.000,.337
20140325,592.300,114.991,21.100,18.257,10.600,21.312,11.800,1.126,5.150,1.101,3.260,18.967,4.600,23.102,2.250,.421,9.620,.302,1.260,.054,1.920,1.115,.630,.511,6.260,.617,2.070,.034,10.000,.783,-99.000,.242
20140326,624.200,115.718,22.800,29.444,11.200,25.748,12.700,1.068,6.580,1.193,4.310,22.232,5.400,22.034,2.420,.439,10.500,.316,1.340,.056,2.440,1.024,.630,.484,7.590,.616,2.200,.033,13.800,.692,-99.000,.185
20140327,662.100,117.266,24.400,40.936,12.000,25.875,13.600,1.015,7.830,1.311,5.370,20.642,5.900,18.461,3.620,.443,11.400,.347,1.420,.059,2.970,.830,.630,.420,8.930,.617,2.340,.033,14.700,.608,-99.000,.157
20140328,706.500,120.039,26.100,54.588,13.800,33.555,14.500,1.985,8.970,6.746,6.420,27.752,6.700,30.353,4.820,.999,12.200,3.079,1.680,.078,8.940,2.077,.900,.621,10.300,.622,2.470,.042,17.100,.600,-99.000,.197
20140329,737.300,124.533,27.800,67.341,16.300,42.415,15.700,2.707,10.600,9.579,7.470,29.386,7.600,27.589,6.010,1.780,13.100,2.447,2.610,.075,14.900,2.038,1.700,.642,11.600,.628,2.600,.044,19.500,.553,-99.000,.192
20140330,753.000,131.414,29.400,78.063,26.300,47.081,17.100,2.968,15.000,7.833,8.520,25.640,8.600,21.928,7.210,2.049,14.000,1.352,3.300,.069,20.200,1.778,2.500,.580,12.300,.632,2.740,.042,21.900,.488,-99.000,.157
20140331,768.900,141.349,31.100,87.386,39.900,52.765,18.500,2.877,18.200,5.014,9.580,29.624,10.500,30.210,8.410,1.923,14.800,.415,3.260,.063,22.700,1.507,5.500,.695,12.900,.630,2.870,.040,29.200,.436,-99.000,.131
20140401,790.500,154.876,68.800,94.067,50.600,51.280,20.500,2.565,20.700,3.129,10.600,28.023,12.000,24.761,9.610,1.653,15.700,.138,4.350,.059,22.500,1.244,7.500,.637,12.800,.622,3.010,.037,33.200,.395,-99.000,.114
20140402,818.000,171.907,107.000,97.319,51.600,46.238,22.500,2.430,21.900,3.468,11.700,24.278,13.000,20.661,10.800,1.639,15.700,.942,5.530,.056,18.400,1.552,8.700,.617,12.400,.624,3.140,.050,32.900,.468,-99.000,.205
20140403,857.700,191.793,144.000,98.203,55.200,47.342,25.500,3.013,25.700,5.275,12.700,26.865,13.600,26.604,12.000,1.867,15.100,1.519,5.940,.067,15.800,1.545,8.800,.746,12.600,.626,3.280,.049,31.800,.542,-99.000,.278
20140404,892.800,213.055,182.000,99.326,61.700,52.739,29.000,3.921,21.900,5.852,13.800,31.182,14.200,30.529,10.400,2.175,12.400,1.199,5.700,.075,12.400,1.406,8.850,.882,13.100,.639,3.410,.048,30.500,.605,-99.000,.302
20140405,941.000,234.025,178.000,102.851,57.800,58.799,29.000,5.091,17.600,4.965,14.800,34.946,14.800,33.524,10.100,2.237,11.400,.725,5.620,.087,9.760,1.239,9.000,.991,13.500,.666,4.220,.051,27.200,.729,-99.000,.364
20140406,991.000,253.250,174.000,106.720,49.000,57.493,27.400,5.404,16.900,3.470,15.900,31.843,15.200,27.335,8.260,2.055,10.500,.218,5.170,.078,8.330,1.005,9.100,.923,13.500,.689,3.020,.046,24.700,.724,-99.000,.293
20140407,1082.700,269.781,164.000,106.899,40.900,50.128,27.100,5.012,17.400,2.344,16.900,25.217,15.400,19.706,8.540,1.731,11.000,.087,4.500,.070,7.810,.720,9.400,.791,13.100,.694,3.020,.042,22.200,.657,-99.000,.206
20140408,1103.100,283.166,155.000,101.417,38.700,40.287,25.700,4.130,18.700,1.570,18.000,18.003,15.600,12.412,8.060,1.311,11.900,.047,4.990,.063,7.680,.375,9.950,.607,12.200,.679,2.630,.038,20.100,.582,-99.000,.153
20140409,1158.800,293.444,150.000,93.721,43.200,37.702,25.300,3.336,18.700,1.252,19.000,21.249,15.900,22.111,9.020,1.093,11.900,.171,6.260,.059,7.550,.170,11.200,.776,11.200,.657,2.630,.043,19.300,.520,-99.000,.132
20140410,1076.000,300.878,154.000,86.795,44.300,35.447,25.000,2.681,18.100,1.120,20.100,21.265,16.200,18.453,9.310,.827,12.400,.257,6.260,.085,7.550,.078,10.200,.718,10.800,.638,2.630,.041,19.300,.454,-99.000,.115
20140411,959.500,306.013,157.000,80.519,44.300,29.820,25.000,2.229,17.400,.858,19.500,16.601,16.900,11.683,9.600,.596,11.000,.116,6.260,.078,6.900,.053,9.270,.578,10.200,.624,2.630,.039,18.700,.400,-99.000,.105
20140412,869.300,309.398,154.000,73.550,47.800,22.348,24.300,1.896,18.100,.611,18.900,10.602,16.900,5.091,11.400,.440,10.500,.061,6.590,.071,7.160,.046,9.270,.411,9.750,.614,2.790,.037,18.100,.356,-99.000,.100
20140413,795.900,311.227,152.000,65.401,50.200,15.616,24.600,1.633,18.100,.475,20.100,6.200,17.600,2.148,10.500,.348,11.400,.040,7.990,.065,7.290,.045,10.700,.259,9.640,.607,2.790,.035,17.600,.323,-99.000,.097
20140414,758.200,311.166,157.000,56.487,49.000,10.274,25.700,1.415,18.100,.384,21.400,3.430,16.900,1.202,10.500,.297,11.900,.032,9.150,.060,7.550,.044,9.950,.219,9.640,.600,3.250,.034,17.000,.299,-99.000,.096
20140415,737.300,308.575,163.000,47.664,50.200,6.831,26.000,1.233,20.000,.318,23.500,2.088,22.200,.905,12.300,.269,15.100,.029,9.580,.057,8.070,.044,9.270,.208,9.750,.595,3.480,.033,16.700,.282,-99.000,.095
20140416,726.900,302.840,172.000,39.709,52.700,4.775,27.100,1.080,21.500,.271,25.000,1.427,21.400,.797,13.200,.254,15.100,.028,10.000,.054,8.850,.044,9.720,.200,10.300,.591,3.480,.033,16.400,.270,-99.000,.095
20140417,737.300,293.859,186.000,33.002,52.700,3.527,28.200,.954,21.500,.237,23.500,1.098,19.900,.753,12.300,.246,13.900,.027,8.350,.052,8.720,.044,9.270,.197,10.800,.588,3.250,.033,16.400,.261,-99.000,.095
20140418,753.000,282.135,190.000,27.560,52.700,2.752,29.000,.851,20.700,.214,22.800,.919,16.900,.731,12.300,.241,13.400,.027,9.150,.051,8.460,.044,9.270,.196,11.100,.586,3.250,.033,16.200,.256,-99.000,.095
20140419,774.200,268.559,186.000,23.213,50.200,2.268,28.600,.768,20.000,.198,22.800,.828,18.400,.721,11.400,.238,12.900,.027,9.580,.050,7.810,.044,9.050,.196,11.000,.584,3.020,.033,15.900,.253,-99.000,.095
20140420,795.900,254.108,182.000,19.751,47.800,1.973,26.400,.701,20.000,.187,22.800,.787,18.400,.718,10.500,.236,12.900,.027,10.000,.050,7.160,.052,8.170,.201,10.600,.583,3.020,.033,15.400,.268,-99.000,.112
20140421,801.400,239.634,176.000,17.247,49.000,2.376,25.300,.698,20.000,.386,20.700,1.720,18.400,4.086,10.500,.310,13.400,.196,9.580,.053,6.900,.143,8.390,.316,10.400,.585,3.250,.039,15.400,.338,-99.000,.181
20140422,801.400,225.638,178.000,15.646,52.700,4.007,25.700,.699,21.500,1.248,24.300,4.534,19.100,7.405,12.300,.464,15.100,.727,9.580,.067,7.550,.078,8.390,.275,10.300,.594,3.480,.043,16.200,.352,-99.000,.174
20140423,790.500,212.405,176.000,15.126,57.800,5.330,25.700,.672,27.600,1.214,25.800,4.685,19.900,3.034,15.100,.459,15.700,.236,10.500,.063,9.760,.054,7.740,.225,10.800,.605,3.970,.041,17.300,.351,-99.000,.147
20140424,779.600,200.115,190.000,15.550,61.700,5.429,27.100,.659,26.700,.959,26.500,3.379,22.200,1.516,17.000,.403,16.300,.094,10.500,.058,11.500,.047,7.960,.194,11.900,.614,4.220,.039,17.600,.350,-99.000,.129
20140425,774.200,188.944,204.000,16.255,59.100,4.762,33.200,.656,27.600,.715,27.300,2.243,23.000,1.017,18.000,.357,16.900,.050,11.000,.054,10.900,.045,11.700,.185,13.300,.617,4.470,.043,18.100,.344,-99.000,.117
20140426,768.900,179.055,214.000,16.467,63.000,3.979,39.200,.659,30.500,.531,28.800,1.547,24.500,.840,19.900,.325,17.600,.035,12.200,.050,10.700,.044,12.000,.182,14.100,.614,4.730,.041,18.100,.335,-99.000,.109
20140427,790.500,170.844,223.000,15.939,68.200,3.672,40.200,.687,32.600,.562,32.200,1.625,25.300,2.575,20.800,.314,18.200,.110,13.400,.050,10.700,.080,12.200,.215,14.500,.610,5.260,.039,16.400,.329,-99.000,.112
20140428,829.300,164.188,233.000,14.785,72.200,3.426,41.300,.691,35.700,.433,36.700,1.770,26.200,1.603,21.800,.301,18.200,.069,13.400,.048,10.400,.058,12.200,.194,14.500,.605,5.530,.037,16.200,.314,-99.000,.107
20140429,892.800,158.831,244.000,13.336,74.900,3.288,41.300,.689,34.600,.354,34.900,1.650,26.200,1.088,21.800,.288,18.200,.046,15.300,.047,10.200,.049,11.700,.185,14.500,.601,5.530,.035,16.700,.300,-99.000,.103
20140430,959.500,154.571,248.000,11.857,74.900,3.064,39.700,.680,34.600,.303,34.900,1.381,26.200,.877,21.800,.275,18.200,.035,15.900,.046,9.370,.045,11.500,.182,14.300,.597,5.260,.034,16.700,.288,-99.000,.099
20140501,1023.100,151.227,244.000,10.490,74.900,2.756,39.200,.666,34.600,.266,34.000,1.136,24.500,.789,21.800,.265,18.200,.030,17.200,.045,8.590,.044,11.500,.182,13.600,.594,5.260,.033,16.700,.278,-99.000,.097
20140502,1062.600,148.606,242.000,9.382,73.500,2.720,38.700,.648,33.600,.238,33.100,1.042,25.300,.762,20.800,.256,18.200,.028,17.200,.045,7.810,.121,11.000,.229,12.900,.591,4.990,.033,16.700,.272,-99.000,.098
20140503,1103.100,146.803,244.000,9.419,74.900,19.809,49.800,1.318,39.000,6.908,35.800,20.762,26.200,37.550,27.000,1.866,21.700,3.015,17.800,.073,7.680,.436,12.800,.600,12.300,.594,5.530,.044,16.200,.324,-99.000,.155
20140504,1130.700,145.632,253.000,14.104,94.500,48.362,84.600,1.669,55.800,9.233,51.600,34.696,45.300,36.605,71.800,3.016,27.800,2.152,22.300,.071,11.100,.249,21.600,.569,12.100,.603,12.900,.043,15.900,.353,-99.000,.176
20140505,1187.300,145.050,321.000,41.595,114.000,98.333,120.000,3.795,64.700,21.778,61.000,66.495,46.600,75.227,74.500,5.143,27.800,6.978,25.000,.137,17.600,.630,25.400,.876,13.500,.625,19.400,.059,15.900,.622,-99.000,.429
20140506,1253.200,145.736,414.000,112.655,129.000,151.073,150.000,9.673,77.200,31.257,96.800,95.079,105.000,97.127,89.800,7.134,38.000,8.766,33.700,.175,23.100,1.743,33.200,1.671,19.200,.667,20.900,.068,16.200,1.007,-99.000,.663
20140507,1352.800,149.320,502.000,200.279,166.000,177.062,163.000,16.270,90.200,32.722,123.000,103.041,108.000,98.120,97.100,7.805,38.000,8.315,36.000,.173,30.400,2.348,59.200,2.197,25.900,.713,30.300,.061,17.600,1.574,-99.000,.908
20140508,1466.000,159.497,623.000,261.642,196.000,176.679,175.000,20.659,88.600,31.762,131.000,94.413,105.000,85.522,91.300,8.267,35.400,7.895,36.000,.158,43.300,2.584,69.900,2.282,31.900,.748,29.500,.063,19.800,2.443,-99.000,1.296
20140509,1567.900,183.802,766.000,283.191,200.000,162.801,176.000,21.730,83.700,28.573,128.000,81.203,96.900,71.871,81.400,8.066,38.000,6.848,41.000,.141,59.900,2.196,79.800,2.089,35.800,.759,24.100,.058,21.600,2.860,-99.000,1.252
20140510,1638.500,233.274,858.000,273.520,190.000,138.070,160.000,20.200,88.600,20.924,114.000,62.972,90.800,52.500,77.200,6.995,42.600,4.237,46.200,.104,61.900,1.641,76.500,1.773,38.900,.744,19.800,.050,23.400,2.623,-99.000,.899
20140511,1720.500,311.871,894.000,243.733,180.000,107.447,150.000,16.926,85.300,11.863,101.000,43.350,82.600,32.803,67.000,5.555,38.900,1.432,44.400,.080,48.600,.904,59.200,1.326,41.100,.715,19.000,.044,26.200,1.978,-99.000,.484
20140512,1767.200,402.643,843.000,208.532,170.000,84.816,139.000,13.969,78.800,8.234,92.600,32.375,72.800,25.673,61.000,4.806,37.100,1.239,44.400,.079,39.700,.568,31.300,1.093,42.400,.685,17.200,.043,25.600,1.646,-99.000,.421
20140513,1805.200,476.608,748.000,183.848,162.000,80.890,122.000,13.046,82.100,9.093,87.000,35.410,69.100,34.307,57.500,5.116,38.900,2.140,44.400,.103,31.100,.825,24.100,1.324,42.400,.664,15.400,.047,24.300,1.467,-99.000,.456
20140514,1853.500,516.473,665.000,172.551,162.000,85.039,110.000,12.355,82.100,11.173,91.200,41.706,80.600,40.519,55.200,5.316,40.700,2.911,44.400,.120,24.700,.927,29.900,1.466,41.700,.658,14.300,.051,26.600,1.376,-99.000,.495
20140515,1922.600,524.677,612.000,173.559,166.000,92.598,101.000,13.311,82.100,15.786,95.400,45.512,80.600,42.443,54.000,6.789,40.700,4.482,44.400,.151,21.700,1.393,24.900,1.691,40.400,.687,14.300,.088,29.500,2.169,-99.000,1.188
20140516,2003.600,512.784,598.000,196.104,180.000,133.736,106.000,17.941,91.800,35.598,109.000,73.560,105.000,78.102,77.200,11.515,54.900,11.174,53.600,.414,21.300,2.011,25.800,2.166,40.000,.873,22.100,.247,33.600,3.985,-99.000,2.241
20140517,2076.400,492.902,591.000,230.294,237.000,158.542,137.000,22.481,128.000,39.477,155.000,77.355,161.000,71.222,154.000,13.506,71.400,10.255,72.900,.332,20.900,1.788,29.400,2.100,41.400,1.186,44.900,.233,38.900,5.267,-99.000,2.427
20140518,2161.800,474.066,623.000,252.936,290.000,153.004,166.000,24.649,148.000,32.827,160.000,64.772,138.000,55.019,143.000,13.325,71.400,7.615,75.300,.203,21.500,1.419,28.900,1.891,43.800,1.423,38.800,.150,45.300,5.644,-99.000,2.228
20140519,2194.500,461.423,686.000,252.575,290.000,133.079,190.000,24.374,146.000,24.920,150.000,50.303,126.000,40.799,118.000,12.372,69.200,5.374,72.900,.128,18.600,1.038,24.500,1.660,45.800,1.438,29.100,.104,50.900,5.482,-99.000,2.011
20140520,2205.400,456.123,716.000,245.790,281.000,126.765,206.000,24.518,136.000,24.363,133.000,49.214,112.000,44.253,100.000,12.770,61.500,5.858,69.400,.200,13.800,1.534,21.600,1.918,47.600,1.319,23.700,.099,54.300,5.486,-99.000,2.073
20140521,2172.700,456.275,716.000,241.237,265.000,125.391,205.000,25.762,126.000,26.238,123.000,48.332,103.000,42.576,86.900,14.154,58.200,6.660,62.800,.250,11.300,1.874,25.400,2.119,49.200,1.206,19.800,.151,51.300,6.246,-99.000,2.593
20140522,2076.400,458.119,698.000,236.892,235.000,119.538,184.000,27.516,115.000,25.519,112.000,41.757,88.800,34.067,94.200,15.345,53.900,6.177,56.600,.237,12.000,1.831,19.600,2.088,50.300,1.141,17.200,.155,48.600,6.824,-99.000,2.775
20140523,1993.400,458.050,665.000,225.425,202.000,104.979,164.000,27.235,102.000,19.833,92.600,31.149,67.300,22.399,74.500,14.679,48.600,4.072,47.200,.159,11.800,1.358,10.500,1.807,51.100,1.081,15.400,.111,46.400,6.821,-99.000,2.600
20140524,1882.900,453.775,623.000,206.364,180.000,88.056,149.000,25.423,88.600,14.879,81.600,21.758,60.400,13.998,64.600,13.393,45.500,2.843,40.200,.143,9.240,.908,7.530,1.537,49.900,.998,12.900,.079,46.400,6.119,-99.000,2.138
20140525,1786.200,444.486,577.000,183.098,164.000,72.535,123.000,22.728,78.800,10.573,73.500,14.748,55.800,8.170,54.000,12.078,38.900,1.701,36.800,.106,7.940,.514,6.700,1.291,48.800,.902,11.600,.059,46.400,6.303,-99.000,2.429
20140526,1720.500,430.922,525.000,203.013,156.000,150.812,109.000,28.203,74.000,45.630,69.800,81.238,54.200,104.575,52.900,18.567,43.600,15.118,37.700,.871,7.420,1.695,9.050,2.508,47.300,.994,12.600,.364,46.400,8.419,-99.000,3.763
20140527,1674.600,415.149,496.000,280.160,198.000,231.019,122.000,34.942,117.000,60.748,108.000,120.782,121.000,119.926,89.800,22.254,84.000,15.978,51.800,1.785,14.000,2.405,28.400,3.176,45.500,1.496,17.200,.710,45.300,10.537,-99.000,4.533
20140528,1603.000,401.216,542.000,356.035,244.000,242.458,143.000,38.043,132.000,53.653,131.000,111.569,121.000,99.792,97.100,22.396,77.000,12.620,49.900,1.280,25.100,2.249,36.300,3.150,44.500,2.146,16.800,.638,43.700,11.677,-99.000,4.688
20140529,1611.800,395.308,648.000,391.260,262.000,227.425,162.000,38.774,117.000,43.878,128.000,100.549,112.000,89.645,81.400,21.614,67.000,10.015,48.100,.757,34.900,2.337,38.800,3.289,44.100,2.546,14.300,.451,44.500,12.617,-99.000,4.985
20140530,1611.800,403.174,725.000,390.322,251.000,205.137,166.000,37.592,111.000,37.112,125.000,87.900,103.000,76.698,70.600,20.832,61.500,8.470,44.400,.507,39.000,2.265,43.500,3.281,43.800,2.501,11.900,.269,44.500,12.599,-99.000,4.794
20140531,1611.800,426.416,761.000,361.760,226.000,170.645,141.000,33.573,107.000,25.821,115.000,66.782,86.700,53.680,57.500,18.603,54.900,4.913,41.900,.266,35.400,1.641,39.300,2.877,42.800,2.145,10.600,.151,44.100,11.543,-99.000,4.175
20140601,1603.000,459.208,739.000,317.245,204.000,133.912,131.000,28.241,91.800,15.269,104.000,46.522,72.800,34.333,50.600,15.983,49.700,1.972,37.700,.154,29.300,.987,25.400,2.446,40.700,1.707,9.010,.093,41.100,10.184,-99.000,3.580
20140602,1594.200,489.812,681.000,266.406,182.000,100.219,114.000,22.152,78.800,8.202,88.400,29.171,60.400,18.004,41.700,13.133,42.600,.420,32.900,.099,18.200,.255,21.200,1.950,37.900,1.338,7.500,.064,34.300,8.646,-99.000,2.943
20140603,1585.400,507.168,608.000,218.722,166.000,73.825,92.300,17.392,69.300,4.804,73.500,16.903,52.700,7.802,35.300,10.718,35.400,.130,30.700,.072,11.700,.092,17.800,1.550,34.200,1.074,6.350,.049,27.200,7.100,-99.000,2.327
20140604,1585.400,506.445,525.000,178.189,143.000,54.651,78.300,14.067,57.200,3.078,64.800,9.328,46.600,2.671,31.200,8.865,34.500,.059,27.800,.058,8.850,.056,12.000,1.167,29.400,.899,5.530,.040,22.800,5.629,-99.000,1.754
20140605,1559.200,489.262,454.000,145.325,121.000,41.469,61.600,11.666,51.400,2.114,56.300,5.289,41.500,1.349,26.000,7.489,31.200,.038,23.600,.051,7.290,.057,9.270,.809,24.200,.787,4.990,.036,19.300,4.332,-99.000,1.270
20140606,1524.900,460.581,387.000,119.646,108.000,33.249,55.200,9.894,45.700,1.832,50.400,3.600,39.100,1.976,23.900,6.603,29.500,.206,20.300,.049,6.250,.049,7.740,.588,19.200,.715,4.470,.034,17.000,3.280,-99.000,.905
20140607,1482.600,425.760,332.000,99.849,97.400,27.411,49.800,8.552,42.300,1.467,46.000,2.613,33.600,1.302,20.800,5.839,27.800,.105,18.400,.047,5.470,.046,6.500,.343,14.800,.669,3.970,.033,15.400,2.471,-99.000,.646
20140608,1441.200,389.075,297.000,84.508,87.500,23.207,43.000,7.542,37.900,1.190,42.800,1.962,30.600,1.315,19.900,5.345,25.500,.083,17.800,.047,3.680,.049,5.900,.227,12.200,.642,3.970,.038,13.800,2.023,-99.000,.579
20140609,1400.600,353.382,268.000,77.595,81.900,44.393,40.800,7.858,36.800,8.816,40.600,26.141,28.700,45.401,19.900,6.852,27.000,3.673,18.400,.080,3.020,.143,5.360,.286,11.200,.646,4.730,.070,13.000,2.445,-99.000,1.094
20140610,1329.400,320.397,246.000,89.820,83.300,100.299,44.600,9.016,39.000,25.733,43.900,67.619,41.500,79.290,26.000,8.635,27.800,8.480,24.300,.144,2.850,.102,6.500,.285,11.300,.676,6.350,.084,13.000,3.260,-99.000,1.605
20140611,1245.800,291.008,237.000,125.490,94.500,135.158,48.000,10.681,47.100,30.965,62.300,76.574,62.000,75.021,39.600,9.441,33.700,8.197,34.400,.137,2.950,.178,6.500,.278,12.200,.720,9.010,.078,15.600,4.402,-99.000,2.082
20140612,1173.000,266.054,248.000,245.107,117.000,319.412,55.200,19.862,63.200,89.728,72.300,217.305,80.600,243.750,74.500,13.903,52.800,27.852,36.000,.781,3.370,.765,10.500,.893,13.900,.806,19.800,.153,19.000,7.072,-99.000,3.442
20140613,1096.300,247.255,292.000,416.215,152.000,400.635,105.000,27.212,95.100,97.365,158.000,234.037,249.000,224.188,122.000,16.040,61.500,25.477,53.600,1.173,8.850,.857,25.400,1.081,17.600,.962,30.800,.197,25.000,9.098,-99.000,3.971
20140614,1016.600,239.497,408.000,531.577,272.000,403.619,143.000,34.735,105.000,91.381,227.000,212.941,249.000,197.729,105.000,20.371,56.000,23.000,55.600,1.537,15.100,1.241,28.400,1.358,25.400,1.595,32.100,.558,28.800,10.380,-99.000,4.222
20140615,972.000,253.467,538.000,565.489,303.000,374.995,159.000,40.506,109.000,84.534,221.000,184.955,221.000,169.088,98.500,22.589,51.800,21.092,58.600,1.767,16.300,1.218,24.500,1.361,37.500,2.641,37.900,.725,35.300,11.206,-99.000,4.431
20140616,959.500,303.790,619.000,553.355,298.000,340.063,161.000,43.487,113.000,75.620,212.000,160.770,188.000,145.928,81.400,22.912,51.800,18.501,58.600,1.818,15.900,1.201,21.600,1.373,42.800,3.584,33.400,.708,38.200,11.488,-99.000,4.431
20140617,1003.800,393.369,665.000,524.744,310.000,305.814,150.000,43.905,113.000,67.627,189.000,139.362,168.000,125.096,68.200,22.512,49.700,16.439,57.600,1.740,15.200,1.445,23.600,1.520,44.500,3.988,26.100,.591,33.600,11.338,-99.000,4.285
