Date,5115_Qm,5115_Qs,5105_Qm,5105_Qs,5094_Qm,5094_Qs,5765_Qm,5765_Qs,5092_Qm,5092_Qs,5135_Qm,5135_Qs,5132_Qm,5132_Qs,5151_Qm,5151_Qs,5085_Qm,5085_Qs,5122_Qm,5122_Qs,5171_Qm,5171_Qs,5736_Qm,5736_Qs,5211_Qm,5211_Qs,5208_Qm,5208_Qs,5239_Qm,5239_Qs,5238_Qm,5238_Qs
20091010,1069.300,772.817,157.000,170.917,46.900,54.504,33.000,14.756,24.200,3.001,15.900,8.506,11.700,3.216,14.900,7.275,12.300,.067,4.210,.046,9.920,2.073,9.290,3.803,5.330,.640,2.400,.034,2.650,8.712,1.800,3.134
20091011,1076.000,750.511,145.000,151.586,45.200,46.470,27.700,13.044,23.400,2.278,15.900,5.869,11.700,1.592,13.100,6.729,12.000,.041,4.210,.045,8.480,1.805,8.230,3.627,5.020,.620,2.260,.033,2.650,7.927,1.800,2.835
20091012,1062.600,718.623,139.000,134.324,42.600,39.955,24.900,11.396,23.400,1.767,15.400,4.163,11.200,1.071,11.600,6.159,11.600,.032,4.210,.044,7.400,1.481,7.810,3.411,4.810,.607,2.120,.033,2.650,7.094,1.800,2.498
20091013,1023.100,680.640,135.000,118.791,40.900,34.577,23.100,9.810,22.500,1.382,15.000,3.077,11.200,.891,11.600,5.598,11.400,.029,3.970,.044,6.560,1.147,7.810,3.182,4.610,.598,1.980,.033,2.520,6.244,1.800,2.159
20091014,984.600,639.827,130.000,104.942,40.100,29.991,21.900,8.265,21.700,1.071,15.000,2.339,11.200,.814,10.900,5.047,11.400,.028,3.770,.044,5.980,.811,7.610,2.945,4.410,.592,1.840,.033,2.520,5.347,1.800,1.791
20091015,941.000,598.745,125.000,92.723,40.100,26.031,20.600,6.938,20.800,.809,14.500,1.812,11.200,.771,9.800,4.519,11.200,.028,3.560,.044,5.420,.548,7.030,2.746,4.220,.588,1.840,.033,2.520,4.564,1.800,1.507
20091016,904.700,559.011,120.000,81.932,39.200,22.533,19.800,6.028,20.000,.587,14.000,1.396,10.700,.740,9.800,4.029,11.200,.028,3.180,.044,5.090,.296,6.450,2.548,4.020,.585,1.700,.033,2.390,3.922,1.800,1.294
20091017,869.300,521.492,117.000,72.572,38.500,20.054,19.400,5.383,19.200,1.038,14.000,1.492,10.700,2.664,9.330,3.781,11.000,.622,3.180,.048,4.740,.106,5.890,2.367,4.020,.583,1.700,.034,2.260,3.463,1.800,1.169
20091018,806.900,487.123,118.000,71.245,37.700,45.249,18.300,6.161,20.800,10.419,16.400,31.515,16.900,52.419,8.850,4.808,14.900,4.377,4.940,.081,4.500,.367,6.080,2.414,4.320,.598,1.700,.049,2.260,3.312,1.800,1.212
20091019,801.400,456.506,115.000,83.965,47.800,79.062,17.500,6.699,29.100,16.600,29.800,51.800,35.600,54.894,10.400,5.191,15.900,4.802,6.700,.084,4.620,.350,6.450,2.333,4.610,.621,1.980,.055,2.260,3.343,1.800,1.297
20091020,785.000,430.156,115.000,117.908,64.000,130.519,18.300,8.002,31.200,36.102,35.400,84.725,28.100,92.883,16.800,6.908,21.400,11.516,11.300,.179,4.970,.352,7.030,2.280,5.020,.676,2.880,.091,2.260,3.557,1.700,1.440
20091021,763.600,409.030,129.000,163.746,64.000,156.456,24.000,9.236,37.900,39.169,30.500,87.362,35.600,83.869,40.000,7.450,34.900,10.350,12.500,.150,4.850,.328,7.420,2.216,5.230,.728,8.160,.077,2.260,3.598,1.700,1.397
20091022,753.000,394.079,138.000,196.343,94.500,152.139,28.600,9.849,61.800,33.663,35.400,74.447,30.200,67.673,47.300,7.195,31.500,8.176,12.500,.112,4.500,.186,7.030,2.085,6.060,.756,13.900,.063,2.260,3.465,1.700,1.274
20091023,747.700,386.718,145.000,204.837,93.000,135.349,33.000,9.801,61.800,27.707,32.800,60.597,28.100,54.068,41.200,6.736,29.800,6.551,12.500,.086,4.190,.087,6.830,1.962,10.400,.750,11.800,.052,2.260,3.224,1.700,1.139
20091024,753.000,387.911,157.000,195.382,91.500,115.601,37.700,9.091,57.400,21.856,32.000,48.206,27.000,42.203,37.700,6.124,27.600,4.921,12.500,.068,3.990,.056,6.270,1.810,14.600,.722,10.300,.044,2.130,2.909,1.700,.992
20091025,763.600,396.976,160.000,177.166,88.500,96.325,52.600,8.033,54.600,16.496,29.800,37.361,24.200,31.894,34.500,5.460,25.500,3.458,12.500,.057,3.680,.047,5.520,1.624,16.100,.688,8.960,.039,2.130,2.527,1.700,.819
20091026,758.200,410.831,164.000,156.466,84.300,79.534,63.300,7.116,53.200,12.234,28.300,28.623,22.400,23.923,30.200,4.955,24.100,2.385,12.500,.051,3.580,.045,4.800,1.497,15.400,.658,7.890,.036,2.130,2.184,1.700,.692
20091027,753.000,424.214,169.000,136.392,81.500,64.982,54.400,6.362,50.300,8.575,26.100,21.186,22.400,16.847,27.100,4.505,22.700,1.403,11.900,.047,3.380,.044,4.450,1.382,14.900,.636,7.150,.034,2.130,1.834,1.600,.553
20091028,747.700,432.041,162.000,118.113,78.700,52.595,44.100,5.749,47.700,5.663,24.700,15.079,21.600,11.244,25.000,4.097,22.000,.662,11.900,.045,3.190,.044,4.270,1.258,13.300,.619,6.440,.033,2.130,1.500,1.600,.421
20091029,742.500,431.889,154.000,103.584,73.200,45.697,37.700,5.767,43.900,4.800,24.100,12.743,20.700,11.365,22.900,4.183,20.700,.839,11.900,.053,3.100,.156,3.940,1.222,12.100,.620,5.960,.049,2.000,1.411,1.600,.474
20091030,732.100,424.133,152.000,93.130,69.200,43.792,34.500,5.717,41.500,5.534,24.100,13.824,20.700,14.453,21.900,4.280,21.400,1.358,11.900,.064,3.000,.121,3.790,1.151,11.200,.628,5.490,.050,2.000,1.299,1.600,.456
20091031,721.800,410.953,148.000,86.204,69.200,42.786,33.500,5.610,41.500,5.550,24.100,13.760,20.700,12.741,21.900,4.186,20.700,1.165,11.900,.061,3.000,.082,3.630,1.098,10.500,.637,5.250,.047,2.000,1.191,1.600,.412
20091101,716.700,394.893,145.000,81.349,69.200,40.480,33.500,5.409,41.500,5.192,22.900,11.967,19.700,10.019,21.900,4.035,20.100,1.006,11.300,.066,3.000,.056,3.320,1.039,10.300,.639,5.720,.043,2.000,1.070,1.600,.350
20091102,696.500,377.948,142.000,77.141,66.500,37.161,31.900,5.126,38.000,4.724,23.500,9.632,16.700,7.540,20.300,3.887,18.800,.882,8.420,.079,3.190,.047,3.100,.983,10.100,.633,6.200,.039,2.000,.939,1.600,.285
20091103,840.600,361.342,138.000,72.697,57.900,33.433,28.200,4.777,38.500,4.273,20.600,7.262,14.800,5.141,18.700,3.751,17.600,.779,6.700,.099,3.990,.045,2.920,.913,9.540,.622,6.440,.036,2.000,.785,1.600,.209
20091104,881.000,345.673,133.000,67.738,51.400,29.463,23.900,4.490,32.500,3.784,20.000,4.981,13.700,2.798,17.100,3.530,17.600,.693,6.090,.085,2.510,.044,2.600,.812,8.990,.612,6.200,.035,2.000,.650,1.600,.157
20091105,823.600,331.140,125.000,62.367,52.400,25.602,27.600,4.257,31.000,2.841,21.100,3.237,14.100,1.463,15.500,3.266,16.500,.285,6.090,.072,2.290,.052,2.550,.698,9.210,.607,4.180,.036,2.000,.544,1.600,.127
20091106,742.500,317.596,122.000,56.802,57.900,22.060,25.300,4.174,30.500,2.278,22.300,2.129,13.500,.993,13.900,3.058,15.900,.343,6.400,.061,2.290,.067,2.580,.527,8.880,.610,3.980,.045,2.000,.478,1.500,.123
20091107,647.700,304.937,128.000,51.381,55.500,20.177,25.800,4.266,34.400,4.458,21.100,1.886,12.300,2.556,17.700,3.096,17.100,1.781,8.020,.059,2.440,.071,2.450,.386,8.660,.623,4.390,.054,2.000,.430,1.500,.125
20091108,615.000,292.969,128.000,46.678,56.700,21.696,26.800,4.334,41.500,8.877,20.600,3.448,11.800,6.103,28.100,3.307,19.400,3.100,9.810,.067,2.510,.054,2.450,.299,8.770,.641,6.200,.058,2.000,.391,1.500,.124
20091109,592.300,281.549,129.000,43.742,64.000,27.871,28.200,4.487,50.300,13.114,21.100,7.450,14.500,10.822,44.700,3.545,25.500,3.998,8.810,.070,2.510,.073,2.450,.250,9.650,.664,6.440,.061,2.000,.367,1.470,.126
20091110,579.000,270.587,118.000,43.247,66.500,33.994,28.600,4.562,56.000,13.038,22.300,9.412,14.400,9.644,48.500,3.485,30.700,3.307,8.420,.064,3.100,.055,1.850,.209,12.400,.675,6.910,.054,2.000,.339,1.430,.116
20091111,624.200,260.070,115.000,44.919,62.900,35.910,31.100,4.559,47.600,11.151,21.500,8.627,14.100,7.321,47.300,3.308,22.500,2.588,7.970,.058,1.730,.048,1.830,.189,12.000,.673,9.230,.047,1.920,.319,1.360,.108
20091112,596.800,250.063,112.000,47.169,59.400,33.997,33.500,4.455,46.500,8.955,20.700,6.806,13.800,5.107,44.800,3.083,21.200,1.950,7.510,.053,1.660,.045,1.810,.183,11.600,.661,10.600,.042,1.830,.303,1.300,.102
20091113,583.400,240.686,109.000,48.234,55.800,30.360,32.600,4.329,45.400,7.064,19.800,5.063,13.500,3.484,42.300,2.866,26.400,1.469,7.060,.049,1.590,.044,1.790,.182,11.100,.648,10.000,.038,1.750,.290,1.230,.098
20091114,579.000,232.117,106.000,47.656,52.200,26.717,31.700,4.425,44.300,5.673,19.000,3.745,13.200,2.518,39.800,2.767,24.100,1.163,6.600,.047,1.520,.088,1.760,.186,10.700,.637,7.620,.035,1.670,.280,1.170,.096
20091115,574.600,224.516,103.000,45.713,48.600,23.451,30.900,4.429,43.200,4.762,18.200,2.812,12.900,1.855,37.200,2.641,21.800,.997,6.150,.054,1.460,.101,1.740,.184,10.300,.629,6.440,.038,1.590,.274,1.100,.098
20091116,574.600,217.991,100.000,43.026,45.100,20.830,30.000,4.377,42.100,4.140,17.700,2.200,12.600,1.559,34.700,2.539,20.900,.873,5.690,.070,1.390,.086,1.720,.186,9.900,.625,5.250,.045,1.500,.273,1.030,.102
20091117,574.600,212.577,97.100,40.141,41.500,18.803,29.100,4.286,41.000,3.683,17.200,1.827,12.300,1.426,32.200,2.453,18.900,.772,5.240,.094,1.320,.063,1.700,.190,9.480,.628,5.010,.055,1.420,.275,.970,.108
20091118,592.300,208.193,94.100,37.417,37.900,17.242,28.200,4.176,39.900,3.326,16.700,1.616,12.000,1.362,29.700,2.377,15.200,.687,4.780,.122,1.250,.050,1.680,.194,9.140,.638,4.760,.068,1.340,.281,.900,.115
20091119,652.500,204.637,91.100,35.019,37.700,16.020,27.300,4.060,38.800,3.034,16.200,1.502,11.700,1.328,27.800,2.310,13.600,.616,4.330,.148,1.180,.052,1.660,.197,8.790,.655,4.520,.082,1.250,.291,.840,.122
20091120,671.800,201.614,88.200,32.973,37.600,15.035,26.400,3.947,37.700,2.790,15.700,1.444,11.400,1.306,25.900,2.250,13.600,.556,4.290,.172,1.180,.047,1.640,.201,8.450,.680,4.270,.095,1.170,.304,.770,.130
20091121,657.300,198.804,85.200,31.253,37.400,14.213,25.600,3.843,36.500,2.584,15.200,1.414,11.100,1.288,23.900,2.197,13.800,.506,4.250,.194,1.180,.045,1.610,.205,8.110,.710,4.110,.108,1.160,.319,.760,.137
20091122,657.300,195.936,82.200,29.793,37.300,13.505,24.700,3.747,35.400,2.407,14.700,1.398,10.800,1.274,22.000,2.150,14.200,.464,4.210,.212,1.170,.044,1.590,.209,7.760,.734,3.950,.119,1.140,.335,.750,.144
20091123,647.700,192.901,79.200,28.561,37.100,12.880,23.800,3.661,34.300,2.257,14.300,1.388,10.500,1.262,20.100,2.108,13.900,.428,4.170,.228,1.170,.044,1.570,.191,7.420,.761,3.800,.130,1.130,.353,.730,.150
20091124,628.900,189.647,76.200,27.500,37.000,12.319,22.900,3.584,33.200,2.128,13.800,1.384,10.200,1.261,18.200,2.069,14.200,.398,4.130,.243,1.170,.044,1.550,.184,7.080,.788,3.640,.139,1.110,.371,.720,.157
20091125,610.400,186.217,73.200,26.576,36.800,11.814,22.000,3.513,32.100,2.017,13.300,1.387,9.950,1.270,16.300,2.033,14.000,.373,4.080,.255,1.170,.050,1.530,.185,6.740,.817,3.480,.148,1.080,.389,.710,.163
20091126,596.800,182.695,70.200,25.761,36.700,11.357,21.200,3.449,31.000,1.923,12.800,1.396,9.650,1.280,14.400,1.999,13.800,.352,4.040,.267,1.170,.059,1.510,.188,6.390,.847,3.320,.157,1.060,.407,.700,.169
20091127,587.900,179.178,67.300,25.031,36.500,10.943,20.300,3.391,29.900,1.842,12.300,1.408,9.360,1.289,12.400,1.966,13.600,.335,4.000,.277,1.160,.068,1.480,.192,6.050,.878,3.160,.164,1.030,.424,.690,.175
20091128,583.400,175.749,64.300,24.372,36.400,10.565,19.400,3.337,28.800,1.772,11.800,1.422,9.060,1.296,10.500,1.935,13.400,.320,3.960,.286,1.160,.077,1.460,.196,5.710,.909,3.010,.171,1.010,.440,.670,.180
20091129,574.600,172.462,61.300,23.770,36.300,10.220,18.500,3.287,27.700,1.713,11.300,1.436,8.550,1.303,8.610,1.905,13.300,.308,3.920,.293,1.160,.085,1.440,.200,5.360,.940,2.850,.178,.980,.456,.660,.185
20091130,565.900,169.347,58.300,23.218,36.200,9.901,17.600,3.240,26.600,1.662,10.800,1.448,8.050,1.308,8.390,1.876,13.100,.297,3.880,.301,1.120,.093,1.420,.204,5.020,.969,2.690,.184,.950,.471,.650,.191
20091201,561.500,166.417,57.200,22.707,36.000,9.606,16.800,3.196,26.500,1.619,10.500,1.459,7.540,1.312,8.170,1.849,12.900,.288,3.840,.307,1.080,.100,1.400,.208,4.870,.997,2.370,.190,.930,.485,.650,.196
20091202,557.200,163.679,56.000,22.231,35.900,9.332,15.900,3.154,26.300,1.581,10.300,1.468,7.030,1.316,7.940,1.822,12.700,.281,3.800,.312,1.050,.107,1.380,.211,4.720,1.023,2.050,.196,.900,.499,.640,.200
20091203,557.200,161.126,54.900,21.786,35.800,9.077,15.000,3.115,26.200,1.549,10.000,1.476,6.530,1.319,7.720,1.797,12.500,.275,3.750,.317,1.010,.114,1.350,.215,4.570,1.049,1.720,.201,.870,.512,.640,.205
20091204,557.200,158.739,53.700,21.368,35.700,8.840,14.100,3.077,26.100,1.521,9.780,1.484,6.020,1.321,7.500,1.772,12.300,.270,3.710,.322,.970,.121,1.330,.219,4.420,1.073,1.400,.205,.850,.525,.640,.209
20091205,553.000,156.494,52.600,20.975,35.600,8.618,13.200,3.042,25.900,1.498,9.520,1.490,5.510,1.323,7.280,1.749,12.100,.265,3.670,.326,.930,.127,1.310,.222,4.270,1.095,1.440,.210,.820,.538,.640,.214
20091206,553.000,154.383,51.400,20.604,35.500,8.412,12.300,3.008,25.800,1.477,9.270,1.496,5.010,1.325,7.050,1.726,11.900,.262,3.630,.329,.930,.133,1.290,.226,4.110,1.117,1.490,.214,.800,.550,.630,.218
20091207,553.000,152.402,50.300,20.252,35.300,8.218,11.500,2.976,25.700,1.460,9.010,1.502,4.500,1.327,6.830,1.705,11.700,.259,3.590,.333,.920,.138,1.270,.229,3.960,1.138,1.530,.218,.770,.561,.630,.222
20091208,548.700,150.548,49.100,19.919,35.200,8.037,10.600,2.946,25.500,1.444,8.760,1.506,4.520,1.328,6.610,1.684,11.500,.256,3.540,.335,.920,.143,1.240,.232,3.810,1.157,1.570,.221,.740,.572,.630,.226
20091209,540.200,148.816,48.000,19.602,35.100,7.867,9.700,2.917,25.400,1.431,8.500,1.511,4.540,1.329,6.390,1.664,11.400,.254,3.500,.338,.910,.148,1.220,.235,3.660,1.176,1.610,.225,.720,.583,.620,.230
20091210,536.100,147.204,46.800,19.301,35.000,7.707,8.820,2.889,25.200,1.420,8.250,1.514,4.560,1.330,6.160,1.645,11.200,.252,3.460,.340,.910,.153,1.200,.239,3.510,1.194,1.660,.228,.690,.593,.620,.233
20091211,536.100,145.713,46.100,19.015,34.300,7.557,8.550,2.863,25.100,1.410,7.990,1.518,4.590,1.331,5.940,1.626,11.000,.251,3.460,.342,.900,.157,1.180,.242,3.390,1.211,1.700,.231,.670,.603,.610,.237
20091212,536.100,144.361,45.500,18.742,33.500,7.416,8.280,2.838,25.000,1.401,7.740,1.521,4.610,1.331,5.720,1.609,10.800,.249,3.460,.344,.900,.162,1.160,.245,3.260,1.228,1.580,.233,.640,.612,.600,.240
20091213,536.100,143.152,44.800,18.482,32.800,7.282,8.010,2.815,24.800,1.394,7.480,1.524,4.630,1.332,5.500,1.592,10.600,.248,3.460,.346,.890,.166,1.130,.248,3.140,1.244,1.470,.236,.620,.622,.580,.243
20091214,536.100,142.086,44.100,18.233,32.100,7.157,7.740,2.792,24.700,1.388,7.230,1.527,4.650,1.332,5.270,1.576,10.200,.247,3.460,.347,.890,.169,1.110,.251,3.010,1.259,1.350,.238,.590,.631,.570,.246
20091215,536.100,141.158,43.500,17.996,31.400,7.038,7.470,2.771,24.400,1.382,6.970,1.529,4.670,1.333,5.050,1.560,9.800,.247,3.460,.348,.880,.173,1.090,.254,2.890,1.273,1.240,.241,.570,.639,.560,.249
20091216,536.100,140.361,42.800,17.769,30.600,6.926,7.210,2.751,24.100,1.377,6.840,1.531,4.690,1.333,4.900,1.545,9.390,.246,3.460,.350,.870,.177,1.070,.256,2.760,1.287,1.120,.243,.570,.647,.550,.252
20091217,531.900,139.688,42.100,17.552,29.900,6.820,6.940,2.732,23.800,1.372,6.710,1.533,4.720,1.333,4.750,1.531,8.990,.246,3.460,.351,.860,.180,1.050,.259,2.640,1.301,1.000,.245,.570,.655,.540,.255
20091218,531.900,139.131,41.400,17.344,29.200,6.719,6.670,2.713,23.500,1.369,6.580,1.535,4.740,1.334,4.600,1.517,8.590,.245,3.460,.352,.860,.183,1.040,.262,2.510,1.313,.890,.247,.570,.663,.520,.258
20091219,531.900,138.684,40.800,17.144,28.400,6.623,6.400,2.696,23.300,1.365,6.450,1.537,4.760,1.334,4.450,1.504,8.190,.245,3.460,.352,.850,.186,1.020,.265,2.390,1.326,.770,.248,.570,.670,.510,.260
20091220,531.900,138.341,40.100,16.953,27.700,6.533,6.130,2.679,23.000,1.362,6.320,1.539,4.780,1.334,4.300,1.491,7.790,.244,3.460,.353,.840,.189,1.000,.267,2.260,1.338,.660,.250,.560,.678,.500,.263
20091221,527.700,138.098,39.400,16.770,27.000,6.447,5.860,2.663,22.700,1.360,6.190,1.540,4.730,1.334,4.150,1.479,7.380,.244,3.420,.354,.830,.192,.980,.270,2.140,1.349,.540,.251,.560,.685,.500,.265
20091222,527.700,137.951,38.700,16.593,26.300,6.365,5.590,2.648,22.400,1.357,6.060,1.542,4.680,1.334,4.000,1.467,6.980,.244,3.370,.354,.820,.194,.960,.272,2.090,1.360,.540,.253,.560,.691,.490,.268
20091223,527.700,137.890,38.000,16.424,25.500,6.287,5.570,2.634,22.100,1.355,5.940,1.543,4.640,1.334,3.860,1.456,6.580,.244,3.330,.355,.810,.197,.950,.275,2.030,1.371,.530,.254,.560,.698,.490,.270
20091224,523.600,137.904,37.300,16.261,24.800,6.213,5.550,2.620,21.800,1.353,5.810,1.544,4.590,1.335,3.710,1.445,6.180,.244,3.290,.355,.810,.199,.930,.277,1.980,1.381,.530,.255,.560,.704,.480,.272
20091225,523.600,137.979,36.600,16.104,24.700,6.142,5.530,2.608,21.500,1.351,5.680,1.545,4.540,1.335,3.560,1.435,5.770,.243,3.240,.356,.800,.201,.910,.280,1.930,1.391,.520,.256,.560,.710,.480,.275
20091226,523.600,138.098,35.800,15.953,24.500,6.075,5.510,2.595,21.200,1.350,5.550,1.546,4.490,1.335,3.410,1.425,5.370,.243,3.200,.356,.790,.203,.890,.282,1.880,1.401,.520,.257,.560,.716,.470,.277
20091227,523.600,138.249,35.100,15.807,24.400,6.010,5.480,2.584,21.000,1.349,5.420,1.547,4.440,1.335,3.260,1.415,4.970,.243,3.150,.357,.780,.205,.870,.284,1.820,1.410,.510,.258,.560,.721,.470,.279
20091228,523.600,138.420,34.400,15.667,24.300,5.949,5.460,2.572,20.700,1.347,5.290,1.548,4.390,1.335,3.110,1.406,4.930,.243,3.110,.357,.770,.207,.850,.287,1.770,1.419,.510,.259,.550,.727,.460,.281
20091229,523.600,138.605,33.700,15.532,24.200,5.890,5.440,2.562,20.400,1.346,5.160,1.549,4.350,1.335,2.960,1.397,4.880,.243,3.070,.357,.770,.209,.840,.289,1.720,1.427,.500,.260,.550,.732,.460,.282
20091230,519.500,138.801,33.000,15.402,24.000,5.834,5.420,2.552,20.100,1.345,5.030,1.550,4.300,1.335,2.810,1.389,4.850,.243,3.020,.357,.760,.210,.820,.291,1.660,1.436,.500,.261,.550,.737,.450,.284
20091231,519.500,139.008,32.300,15.276,23.900,5.780,5.400,2.542,19.800,1.344,4.900,1.550,4.250,1.335,2.660,1.381,4.810,.243,2.980,.358,.750,.212,.800,.293,1.610,1.444,.490,.262,.550,.742,.450,.286
20100101,519.500,139.219,32.200,15.155,23.800,5.728,5.390,2.533,18.500,1.344,4.800,1.551,4.220,1.335,2.600,1.373,4.760,.243,2.910,.358,.740,.214,.790,.295,1.600,1.452,.500,.263,.550,.747,.440,.288
20100102,519.500,139.427,32.000,15.038,23.700,5.679,5.380,2.524,17.300,1.343,4.690,1.552,4.190,1.335,2.530,1.366,4.720,.243,2.850,.358,.730,.215,.780,.297,1.600,1.459,.520,.263,.550,.751,.440,.289
20100103,519.500,139.619,31.900,14.925,23.500,5.632,5.360,2.516,16.000,1.342,4.590,1.552,4.160,1.335,2.470,1.358,4.680,.243,2.780,.358,.720,.217,.770,.299,1.590,1.467,.530,.264,.540,.755,.430,.291
20100104,515.400,139.779,31.800,14.815,23.400,5.586,5.350,2.508,14.800,1.341,4.490,1.553,4.130,1.335,2.400,1.352,4.640,.243,2.710,.358,.710,.218,.770,.301,1.580,1.474,.540,.264,.540,.760,.430,.292
20100105,515.400,139.895,31.700,14.709,23.300,5.543,5.340,2.501,13.500,1.341,4.380,1.553,4.110,1.335,2.340,1.345,4.600,.243,2.650,.358,.700,.219,.760,.303,1.580,1.481,.560,.265,.540,.764,.420,.294
20100106,515.400,139.957,31.500,14.607,23.200,5.501,5.330,2.493,12.200,1.340,4.280,1.554,4.080,1.335,2.280,1.339,4.560,.243,2.580,.358,.700,.220,.750,.305,1.570,1.488,.570,.265,.540,.768,.420,.295
20100107,515.400,139.962,31.400,14.508,23.000,5.461,5.320,2.487,11.000,1.340,4.180,1.554,4.050,1.335,2.210,1.333,4.520,.243,2.510,.359,.690,.221,.740,.307,1.560,1.494,.580,.266,.530,.771,.410,.297
20100108,515.400,139.912,31.300,14.413,22.900,5.422,5.300,2.480,9.720,1.340,4.080,1.555,4.020,1.335,2.150,1.327,4.480,.243,2.450,.359,.680,.223,.730,.309,1.560,1.500,.600,.266,.530,.775,.410,.298
20100109,511.400,139.813,31.100,14.320,22.800,5.385,5.290,2.474,8.460,1.339,3.970,1.555,3.990,1.335,2.080,1.321,4.430,.243,2.380,.359,.670,.224,.720,.311,1.550,1.507,.610,.267,.530,.779,.400,.299
20100110,511.400,139.673,31.000,14.231,22.700,5.350,5.280,2.468,7.200,1.339,3.870,1.556,3.960,1.336,2.020,1.316,4.390,.243,2.310,.359,.660,.225,.710,.313,1.460,1.513,.620,.267,.530,.782,.400,.300
20100111,511.400,139.500,30.400,14.144,22.500,5.315,5.270,2.463,5.940,1.338,3.770,1.556,3.880,1.336,1.960,1.311,4.350,.243,2.250,.359,.650,.225,.700,.314,1.370,1.518,.640,.268,.520,.785,.390,.302
20100112,511.400,139.302,29.900,14.060,22.400,5.282,5.250,2.457,5.900,1.338,3.660,1.556,3.810,1.336,1.890,1.306,4.310,.243,2.180,.359,.640,.226,.700,.316,1.270,1.524,.650,.268,.520,.789,.390,.303
20100113,507.300,139.087,29.300,13.979,21.900,5.250,5.240,2.452,5.850,1.338,3.560,1.557,3.730,1.336,1.830,1.301,4.270,.243,2.110,.359,.630,.227,.690,.318,1.180,1.529,.620,.268,.540,.792,.380,.304
20100114,507.300,138.858,28.800,13.900,21.400,5.220,5.230,2.447,5.810,1.338,3.460,1.557,3.660,1.336,1.760,1.297,4.200,.243,2.050,.359,.630,.228,.680,.319,1.090,1.535,.590,.269,.550,.795,.370,.305
20100115,507.300,138.621,28.200,13.823,21.000,5.190,5.220,2.443,5.760,1.337,3.350,1.557,3.580,1.336,1.700,1.292,4.130,.243,1.980,.359,.620,.229,.670,.321,1.000,1.540,.570,.269,.570,.798,.370,.306
20100116,507.300,138.379,27.600,13.749,20.500,5.162,5.210,2.439,5.720,1.337,3.250,1.557,3.500,1.336,1.680,1.288,4.060,.243,1.930,.359,.610,.229,.670,.323,.900,1.545,.540,.269,.580,.800,.360,.307
20100117,507.300,138.133,27.100,13.678,20.000,5.134,5.190,2.434,5.670,1.337,3.240,1.558,3.430,1.336,1.660,1.284,3.990,.243,1.890,.359,.600,.230,.660,.324,.810,1.550,.510,.269,.600,.803,.350,.308
20100118,507.300,137.886,26.500,13.608,19.500,5.108,5.180,2.430,5.630,1.337,3.220,1.558,3.350,1.336,1.640,1.280,3.920,.243,1.840,.359,.600,.231,.660,.326,.720,1.555,.480,.270,.610,.806,.350,.309
20100119,507.300,137.639,26.000,13.541,19.100,5.082,5.170,2.427,5.590,1.337,3.210,1.558,3.280,1.336,1.620,1.277,3.850,.243,1.800,.359,.590,.231,.650,.327,.630,1.560,.450,.270,.630,.808,.340,.310
20100120,507.300,137.393,25.400,13.475,18.600,5.057,5.090,2.423,5.540,1.337,3.190,1.558,3.200,1.336,1.600,1.273,3.780,.243,1.750,.359,.580,.232,.650,.329,.530,1.564,.430,.270,.640,.811,.340,.311
20100121,507.300,137.148,24.700,13.412,18.100,5.034,5.010,2.420,5.500,1.336,3.180,1.558,3.180,1.336,1.580,1.270,3.710,.243,1.710,.359,.570,.233,.640,.330,.440,1.569,.400,.270,.620,.813,.330,.311
20100122,507.300,136.904,24.000,13.350,17.600,5.010,4.930,2.417,5.450,1.336,3.170,1.559,3.170,1.336,1.560,1.266,3.650,.243,1.660,.359,.550,.233,.640,.332,.510,1.573,.370,.270,.610,.815,.320,.312
20100123,507.300,136.663,23.300,13.290,17.200,4.988,4.840,2.414,5.410,1.336,3.150,1.559,3.150,1.336,1.540,1.263,3.580,.243,1.620,.359,.540,.234,.630,.333,.580,1.577,.360,.270,.590,.817,.320,.313
20100124,503.300,136.424,22.600,13.232,16.700,4.967,4.760,2.411,5.360,1.336,3.140,1.559,3.140,1.336,1.520,1.260,3.510,.243,1.570,.359,.530,.234,.630,.334,.660,1.581,.350,.271,.570,.820,.310,.314
20100125,503.300,136.187,21.900,13.176,16.200,4.946,4.680,2.408,5.320,1.336,3.120,1.559,3.120,1.336,1.500,1.257,3.440,.243,1.520,.359,.520,.235,.630,.336,.730,1.585,.350,.271,.560,.822,.320,.315
20100126,499.300,135.954,21.100,13.121,16.100,4.926,4.600,2.405,5.270,1.336,3.110,1.559,3.110,1.336,1.480,1.255,3.370,.243,1.480,.359,.500,.235,.620,.337,.800,1.589,.340,.271,.540,.824,.330,.315
20100127,499.300,135.722,20.400,13.068,16.100,4.906,4.520,2.403,5.230,1.336,3.100,1.559,3.090,1.336,1.460,1.252,3.300,.243,1.430,.359,.490,.235,.620,.338,.870,1.593,.330,.271,.530,.825,.340,.316
20100128,499.300,135.494,19.700,13.017,16.000,4.887,4.440,2.401,5.180,1.336,3.080,1.559,3.080,1.336,1.440,1.250,3.230,.243,1.390,.359,.480,.236,.610,.340,.940,1.597,.320,.271,.510,.827,.340,.317
20100129,495.300,135.269,19.000,12.967,15.900,4.869,4.350,2.398,5.120,1.336,3.070,1.559,3.060,1.336,1.420,1.247,3.160,.243,1.340,.359,.470,.236,.610,.341,1.020,1.600,.310,.271,.490,.829,.350,.317
